fecha,distancia_total,hsr_abs_m,hmld_m,sprints_distancia_m,acc_3,dec_3,player_load,rpe,carga_explosiva,carga_sostenida,carga_regenerativa,rendimiento_diario,hsr_rel_m,sprints_cantidad,sprints_vel_max_kmh,velocidad_prom_m_min
2025-06-14,11343,1240,3418,54,148,152,205,7,2317.0,3459.0,3342.5,1970-01-01 00:00:00.000000096,29,1,27.9,115
2025-06-15,4858,86,583,0,6,2,95,6,126.2,602.0,2094.5,1970-01-01 00:00:00.000000013,0,0,23.5,198
2025-06-16,9761,1085,2147,866,115,120,209,9,2022.0,2188.8,3264.5,1970-01-01 00:00:00.000000095,443,15,29.3,68
2025-06-17,11223,466,1590,70,32,37,216,8,772.6999999999999,1633.2,4583.5,1970-01-01 00:00:00.000000081,0,5,26.3,144
2025-06-24,9820,353,1717,67,52,52,177,8,729.5999999999999,1752.4,3875.0,1970-01-01 00:00:00.000000081,31,4,28.2,126
2025-06-29,11022,555,2278,222,84,95,189,9,1210.5,2315.8,4094.5,1970-01-01 00:00:00.000000100,31,11,28.4,114
2025-07-05,10147,426,1899,195,65,87,169,10,968.7,1932.8,3911.0,1970-01-01 00:00:00.000000097,91,9,32.9,105
2025-07-10,1149,0,9,0,2,6,22,3,21.0,13.4,570.0,1970-01-01 00:00:00.000000000,0,0,11.9,26
2025-07-12,10131,310,1662,92,39,63,165,7,671.5,1695.0,4079.5,1970-01-01 00:00:00.000000077,0,5,27.1,130
2025-07-21,1287,0,300,0,2,2,25,3,11.0,305.0,493.5,1970-01-01 00:00:00.000000001,0,0,20.9,145
2025-06-03,4338,697,855,408,24,30,72,5,1028.4,869.4,1393.0,1970-01-01 00:00:00.000000063,192,9,26.8,54
2025-06-04,11281,512,2040,19,34,27,155,5,793.9,2071.0,4364.5,1970-01-01 00:00:00.000000094,9,2,26.8,111
2025-06-06,11790,700,2140,8,35,48,158,6,1070.0,2171.6,4475.0,1970-01-01 00:00:00.000000100,0,1,26.6,134
2025-06-08,8597,1413,1848,869,34,31,114,4,1980.1,1870.8,2668.0,1970-01-01 00:00:00.000000092,555,21,30.5,60
2025-06-16,8118,1275,1483,11,21,30,105,4,1673.0,1504.0,2680.0,1970-01-01 00:00:00.000000086,0,1,24.0,83
2025-07-05,9380,386,1636,163,54,68,129,8,835.2,1661.8,3679.0,1970-01-01 00:00:00.000000093,100,8,28.1,97
2025-07-17,2510,0,111,0,17,13,45,3,83.5,120.0,1199.5,1970-01-01 00:00:00.000000000,0,0,17.7,42
2025-07-21,1227,0,248,0,0,0,17,3,0.0,251.4,489.5,1970-01-01 00:00:00.000000000,0,0,20.6,138
2025-07-24,3005,0,69,0,2,9,42,4,28.5,77.4,1468.0,1970-01-01 00:00:00.000000001,0,0,17.7,57
2025-06-14,10693,803,2396,51,91,99,187,9,1489.1,2433.4,3747.0,1970-01-01 00:00:00.000000100,1529,1,24.9,108
2025-06-15,4818,182,558,38,5,2,77,7,243.4,573.4,2039.0,1970-01-01 00:00:00.000000022,725,1,24.9,202
2025-06-16,9280,956,1955,573,83,86,164,7,1661.2,1987.8,3184.5,1970-01-01 00:00:00.000000099,1027,10,29.5,64
2025-06-17,10562,445,1444,151,30,30,161,8,744.0,1476.2,4336.5,1970-01-01 00:00:00.000000088,378,9,28.2,134
2025-06-19,4017,240,651,59,34,25,57,5,472.5,662.4,1563.0,1970-01-01 00:00:00.000000034,186,4,29.2,67
2025-06-20,5190,356,1006,170,28,35,71,8,638.7,1020.2,1914.0,1970-01-01 00:00:00.000000058,267,8,28.8,110
2025-06-21,628,214,255,132,3,2,8,0,290.8,256.6,79.5,1970-01-01 00:00:00.000000008,155,4,28.9,92
2025-06-22,5071,243,886,124,28,40,74,8,505.59999999999997,900.8,1971.0,1970-01-01 00:00:00.000000047,186,6,28.7,109
2025-06-24,9081,163,1245,60,26,37,127,8,386.1,1270.4,3836.5,1970-01-01 00:00:00.000000061,117,4,26.3,118
2025-06-27,2888,250,620,199,13,19,42,6,416.5,628.4,1009.0,1970-01-01 00:00:00.000000026,203,6,31.4,115
2025-07-02,6549,417,1353,174,43,47,99,8,786.9,1372.8,2389.5,1970-01-01 00:00:00.000000081,189,8,30.7,84
2025-07-05,7728,518,1385,256,42,53,119,6,930.1,1408.8,2912.5,1970-01-01 00:00:00.000000093,197,10,33.0,106
2025-07-07,3696,231,681,168,29,4,62,5,404.2,693.4,1392.0,1970-01-01 00:00:00.000000030,154,6,32.5,84
2025-07-08,4890,623,1079,271,42,51,75,6,1066.1,1094.0,1594.0,1970-01-01 00:00:00.000000075,140,13,28.0,103
2025-07-21,1270,11,278,0,0,1,20,3,15.7,282.0,490.5,1970-01-01 00:00:00.000000000,0,0,24.9,143
2025-07-23,5208,622,1142,315,28,23,92,5,957.9,1160.4,1722.0,1970-01-01 00:00:00.000000078,189,14,30.0,88
2025-06-04,11099,253,1462,13,43,32,157,8,517.5999999999999,1493.4,4692.0,1970-01-01 00:00:00.000000078,34,1,25.2,108
2025-06-06,10918,704,1593,23,36,27,146,6,1025.3,1622.2,4310.5,1970-01-01 00:00:00.000000100,37,1,26.8,119
2025-06-08,8688,1434,1912,597,67,46,114,7,2126.8,1934.8,2671.0,1970-01-01 00:00:00.000000094,909,18,25.8,61
2025-07-02,5095,316,894,140,46,37,67,4,644.7,907.4,1942.5,1970-01-01 00:00:00.000000055,162,7,29.9,66
2025-07-07,6969,557,1578,239,68,50,94,7,1057.4,1596.8,2417.0,1970-01-01 00:00:00.000000092,337,12,29.9,78
2025-07-10,1380,0,15,0,5,4,20,3,25.0,19.0,682.5,1970-01-01 00:00:00.000000000,0,0,12.9,30
2025-07-15,5189,272,999,208,37,37,79,7,549.9,1014.8,1959.0,1970-01-01 00:00:00.000000053,225,4,25.9,80
2025-07-16,8294,594,1941,95,87,74,115,7,1178.8,1964.0,2879.5,1970-01-01 00:00:00.000000095,221,4,24.7,84
2025-07-18,4895,765,1293,0,42,31,63,5,1121.5,1305.6,1418.5,1970-01-01 00:00:00.000000079,0,0,23.1,72
2025-07-21,7023,295,1402,168,41,32,103,7,597.0,1422.6,2663.0,1970-01-01 00:00:00.000000075,192,8,28.1,103
2025-08-02,4241,336,816,45,45,16,58,4,583.2,827.6,1544.5,1970-01-01 00:00:00.000000046,160,1,25.2,61
2025-06-04,12029,1849,2478,241,56,64,171,9,2591.7999999999997,2512.2,3851.0,1970-01-01 00:00:00.000000100,10,9,27.5,115
2025-06-06,11525,1989,2163,231,53,69,163,8,2778.2999999999997,2195.6,3686.5,1970-01-01 00:00:00.000000100,22,12,26.6,124
2025-06-08,9447,1494,2113,1014,80,50,119,9,2287.8,2136.8,2920.0,1970-01-01 00:00:00.000000094,322,26,28.3,66
2025-06-09,8700,163,1028,20,40,23,118,7,383.1,1051.6,3754.5,1970-01-01 00:00:00.000000042,0,2,25.3,55
2025-06-16,9190,1732,2072,788,63,65,120,7,2484.9,2096.0,2693.0,1970-01-01 00:00:00.000000093,13,11,27.3,78
2025-06-17,6650,353,1150,216,33,54,91,7,687.5999999999999,1168.2,2573.5,1970-01-01 00:00:00.000000056,189,6,33.6,82
2025-07-02,5516,475,1187,240,54,43,69,5,909.5,1200.8,1927.0,1970-01-01 00:00:00.000000065,167,14,33.1,71
2025-07-14,5891,494,1360,295,78,55,81,6,1044.3,1376.2,2018.5,1970-01-01 00:00:00.000000078,189,16,30.3,84
2025-07-15,5634,493,1220,294,48,62,76,7,945.6,1235.2,1960.5,1970-01-01 00:00:00.000000068,143,11,28.0,87
2025-08-04,5833,96,1041,8,86,73,77,6,560.7,1056.4,2348.0,1970-01-01 00:00:00.000000043,0,1,25.1,81
2025-06-04,12028,368,1440,65,45,44,207,8,711.5999999999999,1481.4,5110.0,1970-01-01 00:00:00.000000093,10,5,27.7,114
2025-06-06,11543,365,1589,142,44,38,201,9,695.0,1629.2,4794.5,1970-01-01 00:00:00.000000092,87,6,32.3,122
2025-06-08,8882,1408,1818,862,49,26,138,8,2021.6,1845.6,2828.0,1970-01-01 00:00:00.000000097,303,24,31.0,62
2025-06-16,9441,1441,1849,821,56,51,161,5,2094.7,1881.2,3075.5,1970-01-01 00:00:00.000000098,0,14,26.6,77
2025-06-17,5483,407,827,304,24,23,103,6,677.9,847.6,2124.5,1970-01-01 00:00:00.000000069,178,12,32.8,70
2025-06-19,2670,0,111,0,8,6,37,5,39.0,118.4,1279.5,1970-01-01 00:00:00.000000001,0,0,18.3,45
2025-07-05,3470,788,945,253,14,18,57,5,1067.6,956.4,868.5,1970-01-01 00:00:00.000000075,64,7,30.6,114
2025-07-09,6398,461,972,277,43,39,115,7,849.6999999999999,995.0,2482.5,1970-01-01 00:00:00.000000087,161,14,30.9,81
2025-07-17,2262,0,159,0,19,8,40,3,77.0,167.0,1051.5,1970-01-01 00:00:00.000000000,0,0,17.1,38
2025-06-04,11440,1000,2392,0,55,47,159,8,1482.5,2423.8,4024.0,1970-01-01 00:00:00.000000100,0,0,23.2,111
2025-06-05,8797,71,1147,0,38,51,175,9,326.7,1182.0,3789.5,1970-01-01 00:00:00.000000058,0,0,23.6,66
2025-06-06,11714,965,2365,19,34,35,195,8,1352.5,2404.0,4192.0,1970-01-01 00:00:00.000000100,0,1,25.1,123
2025-06-08,9018,1247,1779,212,59,40,122,8,1803.3999999999999,1803.4,2996.0,1970-01-01 00:00:00.000000098,0,6,26.0,62
2025-06-09,8753,47,938,10,49,55,129,6,345.9,963.8,3884.0,1970-01-01 00:00:00.000000052,0,1,24.3,55
2025-06-16,9347,1115,1852,208,43,70,161,6,1662.0,1884.2,3190.0,1970-01-01 00:00:00.000000099,0,4,26.1,76
2025-06-21,630,132,229,56,4,3,9,0,187.9,230.8,134.5,1970-01-01 00:00:00.000000004,15,2,31.4,92
2025-07-05,3709,707,1154,271,28,28,65,6,1047.4,1167.0,924.0,1970-01-01 00:00:00.000000075,0,9,26.0,117
2025-07-17,2159,0,188,0,24,17,43,3,114.5,196.6,985.5,1970-01-01 00:00:00.000000000,0,0,17.6,36
2025-06-03,4721,723,1125,479,47,50,693,8,1183.6,1263.6,1436.5,1970-01-01 00:00:00.000000065,257,10,28.2,59
2025-06-04,12376,402,2051,62,66,48,2273,10,820.4,2505.6,4961.5,1970-01-01 00:00:00.000000089,45,4,28.8,116
2025-06-06,11708,1508,1867,133,58,42,145,10,2133.6,1896.0,4166.5,1970-01-01 00:00:00.000000099,115,9,29.0,124
2025-06-08,9241,1372,2092,640,72,43,51,4,2054.8999999999996,2102.2,2888.5,1970-01-01 00:00:00.000000094,485,17,27.2,63
2025-06-09,8577,176,1253,38,73,59,508,6,592.7,1354.6,3574.0,1970-01-01 00:00:00.000000057,21,3,26.6,54
2025-06-16,9107,1636,2016,320,70,46,65,5,2308.2,2029.0,2727.5,1970-01-01 00:00:00.000000093,114,4,24.7,76
2025-06-17,6010,396,979,173,35,30,32,6,680.2,985.4,2317.5,1970-01-01 00:00:00.000000043,153,5,32.1,74
2025-06-22,9547,378,1709,104,48,60,121,8,772.5999999999999,1733.2,3730.0,1970-01-01 00:00:00.000000081,90,5,28.9,110
2025-06-24,5581,318,1117,163,33,39,62,6,618.0999999999999,1129.4,2073.0,1970-01-01 00:00:00.000000042,153,8,29.7,85
2025-07-02,4101,431,1020,201,40,34,56,6,762.1999999999999,1031.2,1325.0,1970-01-01 00:00:00.000000044,169,8,31.7,79
2025-07-03,5200,437,1084,229,33,21,69,7,720.9,1097.8,1839.5,1970-01-01 00:00:00.000000046,199,9,29.0,81
2025-06-04,11348,1901,2119,691,51,40,192,10,2579.2,2157.4,3664.0,1970-01-01 00:00:00.000000100,21,9,28.6,110
2025-06-06,11816,1696,2035,293,44,39,184,8,2294.7,2071.8,4042.5,1970-01-01 00:00:00.000000100,14,6,27.4,125
2025-06-08,8556,1474,1890,1048,61,22,130,9,2136.8,1916.0,2596.0,1970-01-01 00:00:00.000000100,292,26,29.0,60
2025-06-09,9033,114,1216,36,27,65,161,8,390.29999999999995,1248.2,3851.5,1970-01-01 00:00:00.000000061,19,2,29.0,57
2025-06-16,8834,1700,2246,957,64,54,135,7,2412.0,2273.0,2444.0,1970-01-01 00:00:00.000000100,258,9,29.2,74
2025-06-17,5447,238,925,180,37,34,88,7,506.59999999999997,942.6,2142.0,1970-01-01 00:00:00.000000048,151,5,32.6,69
2025-06-21,625,164,238,67,1,0,9,0,209.79999999999998,239.8,111.5,1970-01-01 00:00:00.000000000,41,2,26.1,91
2025-06-22,5441,444,1167,256,31,40,87,9,790.8,1184.4,1915.0,1970-01-01 00:00:00.000000075,169,13,28.1,117
2025-06-27,4004,344,994,220,20,27,61,6,580.3,1006.2,1333.0,1970-01-01 00:00:00.000000046,175,8,31.0,118
2025-07-05,4623,711,1447,335,36,27,73,6,1078.6999999999998,1461.6,1232.5,1970-01-01 00:00:00.000000085,113,10,30.8,119
2025-07-14,5414,244,1198,69,93,56,107,7,731.8,1219.4,1986.0,1970-01-01 00:00:00.000000075,19,4,29.2,77
2025-07-16,7053,183,1111,49,83,52,106,6,618.6,1132.2,2879.5,1970-01-01 00:00:00.000000068,0,4,26.4,69
2025-07-21,7199,529,1578,281,48,49,128,8,966.3,1603.6,2546.0,1970-01-01 00:00:00.000000100,174,13,32.1,106
2025-07-28,5576,722,1314,231,40,40,96,6,1121.4,1333.2,1770.0,1970-01-01 00:00:00.000000092,188,7,32.6,98
2025-06-04,10238,818,2152,271,73,66,139,8,1430.6,2179.8,3634.0,1970-01-01 00:00:00.000000100,133,13,28.7,101
2025-06-08,400,44,109,0,0,0,5,3,52.8,110.0,123.5,1970-01-01 00:00:00.000000000,0,0,22.8,220
2025-06-19,10275,736,1872,126,41,52,157,9,1156.1999999999998,1903.4,3833.5,1970-01-01 00:00:00.000000100,52,4,28.8,88
2025-06-22,7168,46,878,12,10,11,96,8,117.69999999999999,897.2,3122.0,1970-01-01 00:00:00.000000038,0,1,24.2,218
2025-06-23,8842,41,1004,0,35,51,164,7,281.7,1036.8,3898.5,1970-01-01 00:00:00.000000055,0,0,23.9,76
2025-06-24,10881,505,1706,167,46,54,173,8,909.0,1740.6,4335.0,1970-01-01 00:00:00.000000100,50,6,28.1,133
2025-08-09,1078,0,45,0,2,2,0,2,11.0,45.0,516.5,1970-01-01 00:00:00.000000000,0,0,18.0,33
2025-08-12,1256,347,576,0,6,0,0,2,434.4,576.0,166.5,1970-01-01 00:00:00.000000022,0,0,22.5,112
2025-07-23,4836,367,910,172,23,17,65,6,591.9,923.0,1779.5,1970-01-01 00:00:00.000000051,234,8,28.7,72
2025-08-13,4354,400,798,164,38,35,54,5,701.5,808.8,1578.0,1970-01-01 00:00:00.000000053,307,4,25.0,67
2025-08-14,4601,502,965,70,29,16,55,4,739.4,976.0,1567.0,1970-01-01 00:00:00.000000061,190,2,29.0,65
2025-08-15,1572,0,38,0,5,9,24,2,37.5,42.8,767.0,1970-01-01 00:00:00.000000000,0,0,15.3,46
2025-07-23,5807,472,973,284,33,40,101,7,835.4,993.2,2181.0,1970-01-01 00:00:00.000000085,153,14,33.6,65
2025-08-17,12412,231,1064,105,26,40,161,9,490.2,1096.2,5558.5,1970-01-01 00:00:00.000000076,36,7,29.1,122
2025-08-09,3479,427,1126,351,32,32,52,0,718.4,1136.4,963.0,1970-01-01 00:00:00.000000044,321,6,28.4,95
2025-08-09,1137,0,60,0,7,3,24,2,28.5,64.8,538.5,1970-01-01 00:00:00.000000000,0,0,18.1,34
2025-08-12,1246,323,552,0,12,3,18,2,431.09999999999997,555.6,185.5,1970-01-01 00:00:00.000000015,0,0,27.0,112
2025-08-12,6355,95,980,9,72,92,92,7,565.0,998.4,2640.0,1970-01-01 00:00:00.000000043,0,1,24.6,78
2025-08-17,9962,326,1391,178,22,33,119,9,574.7,1414.8,4122.5,1970-01-01 00:00:00.000000065,122,7,29.9,107
2025-08-13,4414,391,853,211,29,32,0,5,661.2,853.0,1585.0,1970-01-01 00:00:00.000000054,158,5,24.8,67
2025-07-23,6047,648,1497,325,53,63,96,6,1184.1,1516.2,1951.0,1970-01-01 00:00:00.000000086,166,18,31.6,68
2025-08-15,3165,0,78,0,5,3,40,3,22.5,86.0,1543.5,1970-01-01 00:00:00.000000003,0,0,17.8,47
2025-08-18,1999,0,71,0,1,1,23,3,5.5,75.6,964.0,1970-01-01 00:00:00.000000000,0,0,18.1,127
2025-07-23,5177,612,1106,296,25,15,91,7,906.9,1124.2,1729.5,1970-01-01 00:00:00.000000076,329,12,30.6,77
2025-08-09,1708,0,62,0,3,0,32,1,9.0,68.4,823.0,1970-01-01 00:00:00.000000000,0,0,17.6,36
2025-08-14,5106,358,992,156,40,18,78,6,634.5999999999999,1007.6,1878.0,1970-01-01 00:00:00.000000057,177,8,30.0,76
2025-08-12,5355,123,923,19,72,97,102,8,616.1,943.4,2154.5,1970-01-01 00:00:00.000000077,0,2,25.2,66
2025-08-15,2250,0,40,0,6,3,30,3,25.5,46.0,1105.0,1970-01-01 00:00:00.000000000,0,0,14.3,66
2025-08-12,6535,46,1026,0,59,95,115,8,469.7,1049.0,2731.5,1970-01-01 00:00:00.000000069,0,0,23.2,80
